case_id,participant_id,date,calendar_context,behavior_context,key_observations,rating_instruction,option_A_recommendation,option_A_reason,option_B_recommendation,option_B_reason,preferred_option_A_or_B,A_relevance_1_5,B_relevance_1_5,A_behavioral_alignment_1_5,B_behavioral_alignment_1_5,A_feasibility_1_5,B_feasibility_1_5,A_safety_1_5,B_safety_1_5,notes
S026,P009,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,"Sleep has averaged 6.4h (1.1h shorter than typical 7.5h); intermittently (2d of 3); Late-night screen use up 111% vs personal baseline (56min vs typical 27min); intermittently (2d of 3); Total screen time elevated (293min/day vs typical 242min, +21%); intermittently (2d of 3)","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",Add a 'Wind-down / screens off' block at 22:00–22:30 on evenings with work blocks ending at or after 21:00,"Late-night screen use is running ~2× the personal baseline and co-occurs with ~1.1h shorter sleep. A brief wind-down buffer after the 21:30 work block creates a natural stopping point before the window where screen use has been drifting. Low-burden: it is a reminder block, not a hard commitment.",,,,,,,,,,
S027,P009,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,"Sleep has averaged 5.8h (1.7h shorter than typical 7.6h); sustained across the last 3d; Late-night screen use up 160% vs personal baseline (69min vs typical 26min); sustained across the last 3d; Total screen time elevated (333min/day vs typical 237min, +41%); sustained across the last 3d","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.",Add a 'Wind-down / screens off' block at 21:30 (immediately after problem set work ends) to create a firm boundary before sleep,Late-night screen use is running 160% above baseline and has been the sustained pattern for 3 days. Placing a low-friction wind-down block right when the last flexible work item ends makes it easy to transition without requiring willpower mid-evening. This directly targets the upstream driver of both the sleep compression and the daytime attention fragmentation.,,,,,,,,,,
S028,P010,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Sleep onset has been around 00:07 (about 1.0h later than typical 23:05); intermittently (2d of 3); Late-night screen use up 127% vs personal baseline (78min vs typical 34min); intermittently (2d of 3); Location routine more restricted than baseline (entropy 1.43 vs 1.80); intermittently (2d of 3),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Convert or end the 'optional work session' (currently 21:00–22:30) by 21:45 at the latest — either shorten it or add a hard stop reminder at 21:45,The optional work session is the most proximate structural driver of late-night screen use and delayed sleep onset. Ending it by 21:45 creates a natural buffer before a wind-down block and brings the evening schedule into alignment with a midnight-or-earlier sleep target.,Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",,,,,,,,,,
S029,P010,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Sleep onset has been around 00:35 (about 1.5h later than typical 23:06); sustained across the last 3d; Late-night screen use up 183% vs personal baseline (96min vs typical 34min); sustained across the last 3d; Location routine more restricted than baseline (entropy 1.19 vs 1.82); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","Add a Wind-down block at 22:15 (replace or cap the 'optional work session' at 22:15 rather than 22:30, and mark the remaining time as screen-free wind-down)","The optional work session currently ends at 22:30, which overlaps with the elevated late-night screen window. Capping active work at 22:15 and treating the tail as a wind-down buffer creates a consistent nightly anchor that can help pull sleep onset earlier over several days.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.",,,,,,,,,,
S030,P010,2026-03-13,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Sleep onset has been around 00:33 (about 1.3h later than typical 23:18); sustained across the last 3d; Late-night screen use up 123% vs personal baseline (95min vs typical 42min); sustained across the last 3d; Location routine more restricted than baseline (entropy 1.19 vs 1.72); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","Add a Wind-down block at 22:15 to replace or follow the optional work session, signaling a hard stop on screen-based work before 22:30","The optional work session currently ends at 22:30, which sits right at the start of the elevated late-night screen window. Inserting a wind-down block at 22:15 creates a visible calendar boundary that nudges the transition away from screens earlier, directly targeting the phone-mediated-sleep-delay pattern. The session is marked flexible, so this is a low-disruption change.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
S031,P011,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.,Sleep onset has been around 00:01 (about 0.6h later than typical 23:23); drifting over the last 3d; Sleep has averaged 7.0h (0.5h shorter than typical 7.5h); drifting over the last 3d; Sleep schedule has been less consistent (SRI 78 vs typical 83); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.","Replace or cap the 'optional work session' (21:00–22:30) with a hard stop at 21:45, and add a Wind-down block from 21:45–22:30 (no screens)",Late-night screen use spiked to 53 min yesterday and sleep onset has drifted ~36 min later over 3 days. Ending active screen-based work by 21:45 and protecting the 45 minutes before a target sleep time of ~23:15 directly addresses the phone-mediated-sleep-delay pattern without removing the work session entirely.,,,,,,,,,,
S032,P011,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.; Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,Sleep onset has been around 00:38 (about 1.3h later than typical 23:23); drifting over the last 3d; Sleep has averaged 6.7h (0.8h shorter than typical 7.5h); intermittently (2d of 3); Sleep schedule has been less consistent (SRI 73 vs typical 83); intermittently (2d of 3),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","Convert or end the 'optional work session' by 21:30 and add a Wind-down block from 21:30–22:30 (no screens, low-stimulation activity)","Late-night screen use is the most pronounced deviation (+158%) and is co-occurring with sleep onset drifting to ~00:38. Ending active screen-based work by 21:30 and protecting the following hour as a wind-down window creates a buffer before a target sleep onset closer to the baseline of ~23:20. The existing optional work session already ends at 22:30, so this is a low-burden shift rather than a new commitment.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.",,,,,,,,,,
S033,P011,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.; Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,Sleep onset has been around 01:12 (about 1.8h later than typical 23:25); sustained across the last 3d; Sleep has averaged 6.3h (1.2h shorter than typical 7.5h); sustained across the last 3d; Sleep schedule has been less consistent (SRI 69 vs typical 83); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Replace or end the 'optional work session' (21:00–22:30) by 21:30 and add a Wind-down block from 21:30–22:30 in its place,"Late-night screen use is running at 3× baseline and is the most direct driver of the delayed sleep onset. The optional work session sits in exactly this window and is marked flexible. Capping work at 21:30 and protecting the remainder as wind-down time removes the structural reason to be on a screen late, giving sleep onset a chance to shift earlier.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
S034,P012,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 20:00-22:00 deadline work block (flexible),Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Location routine more restricted than baseline (entropy 1.47 vs 1.87); (yesterday only); More time at top-3 frequent places (67% vs typical 57%); (yesterday only); Daily routine timing less regular (SRM 0.74 vs typical 0.83); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short 'change-of-scene' break block (20–30 min) between the afternoon study block and the evening deadline work block — ideally taken outside or in a different location than the study space.,"The mobility-entropy and location-revisit deviations both point to reduced location variety yesterday. A brief, low-effort location change mid-afternoon breaks the concentration at familiar places without disrupting any fixed commitments. It fits naturally in the gap between 17:00 and 20:00.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
S035,P012,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 20:00-22:00 deadline work block (flexible),Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,"Total screen time elevated (281min/day vs typical 240min, +17%); intermittently (2d of 3); Location routine more restricted than baseline (entropy 1.15 vs 1.86); drifting over the last 3d; More time at top-3 frequent places (79% vs typical 57%); intermittently (2d of 3)","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.","Add a hard-stop Wind-down block at 22:00 after the deadline work block, lasting 20 minutes — a screen-free buffer before sleep","The deadline work block ends at 22:00 and screen time is running elevated. Adding a brief buffer prevents the work block from bleeding into late-night screen use, which would further destabilize sleep onset timing.",,,,,,,,,,
S036,P012,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 20:00-22:00 deadline work block (flexible),Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,"Total screen time elevated (301min/day vs typical 239min, +26%); sustained across the last 3d; Location routine more restricted than baseline (entropy 0.80 vs 1.86); sustained across the last 3d; More time at top-3 frequent places (91% vs typical 57%); sustained across the last 3d","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a 'Change of scenery' block — a short walk or errand outside the top-3 familiar locations — on the next available weekday afternoon,"Mobility entropy is pronounced-down and location revisit ratio is pronounced-up, both sustained 3 days. A brief, low-effort out-of-home slot introduces variety without requiring a large schedule change, gently nudging the location pattern back toward baseline.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.",,,,,,,,,,
S037,P013,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.,Sleep schedule has been less consistent (SRI 76 vs typical 86); (yesterday only); Daily routine timing less regular (SRM 0.70 vs typical 0.81); drifting over the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.",Add a 'Wind-down / wrap up' block at 21:30 to signal the end of the optional work session earlier than 22:30,"The optional work session runs until 22:30, which may be contributing to a later and less consistent sleep onset. Capping active work at 21:30 with a short wind-down buffer preserves the study time while creating a more regular evening anchor — directly addressing the SRM drift and giving the SRI a chance to recover.",,,,,,,,,,
S038,P013,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.,Sleep onset has been around 00:13 (about 0.8h later than typical 23:24); (yesterday only); Sleep schedule has been less consistent (SRI 68 vs typical 86); intermittently (2d of 3); Daily routine timing less regular (SRM 0.62 vs typical 0.80); intermittently (2d of 3),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","End or convert the 'optional work session' to a wind-down block by 22:00, freeing 22:00–23:00 as a pre-sleep buffer","Sleep onset has been drifting later and sleep regularity is down. Wrapping active work by 22:00 creates a consistent anchor point before the target sleep window, supporting a more stable schedule on nights before early fixed commitments.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
S039,P013,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.,Sleep onset has been around 00:19 (about 0.9h later than typical 23:24); intermittently (1d of 3); Sleep has averaged 6.9h (0.5h shorter than typical 7.4h); sustained across the last 3d; Sleep schedule has been less consistent (SRI 59 vs typical 86); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.","Convert or cap the 'optional work session' (21:00–22:30) to end by 21:30, and add a Wind-down block from 21:30–22:15","The optional work session currently runs until 22:30, which leaves very little buffer before a midnight sleep onset. Capping it at 21:30 and replacing the tail with a wind-down block creates a consistent nightly anchor event — directly addressing the irregular social rhythm and giving the circadian system a reliable cue. This is a low-burden change since the session is already marked flexible.",,,,,,,,,,
S040,P014,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,Sleep has averaged 7.0h (0.6h shorter than typical 7.6h); (yesterday only); Late-night screen use up 50% vs personal baseline (46min vs typical 31min); (yesterday only); Attention pattern more fragmented than baseline (1.3 vs 1.0 switches/active-min); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","Add a 'Wind-down / screens off' block at 22:00–22:30 this evening, after the problem set work block ends at 21:30",Late-night screen use was ~50% above baseline yesterday and coincided with shorter sleep. A 30-minute buffer between the end of evening work and intended sleep onset creates a natural stopping point and reduces the chance of screen use drifting later. Keeps the problem set block intact while protecting sleep opportunity.,Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",,,,,,,,,,
S041,P014,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,"Sleep has averaged 6.4h (1.2h shorter than typical 7.6h); intermittently (2d of 3); Late-night screen use up 103% vs personal baseline (61min vs typical 30min); intermittently (2d of 3); Total screen time elevated (293min/day vs typical 233min, +26%); intermittently (2d of 3)","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.","Add a Wind-down block at 21:30 (immediately after problem set work ends) — no screens, low-stimulation activity for 30 minutes before attempting sleep.","Late-night screen use is running 2× personal baseline on 2 of the last 3 nights, and sleep is averaging 1.2h shorter than usual. Placing a screen-off buffer right after the last scheduled work block creates a natural stopping point and reduces the window for late-night screen drift that appears to be compressing sleep.",,,,,,,,,,
S042,P014,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 13:00-14:00 lab prep (flexible); 19:30-21:30 problem set work (flexible),Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,"Sleep has averaged 5.8h (1.8h shorter than typical 7.6h); sustained across the last 3d; Late-night screen use up 133% vs personal baseline (71min vs typical 30min); sustained across the last 3d; Total screen time elevated (333min/day vs typical 228min, +46%); sustained across the last 3d","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a 'Wind-down — screens off' block at 22:00 (30 min) to create a buffer between the end of evening work and sleep,"Problem set work ends at 21:30; late-night screen use is running ~71 min/night vs a 30-min baseline. A hard stop at 22:00 shortens the late-night screen window and creates a consistent anchor for sleep onset, directly targeting the mechanism compressing sleep below 6h.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
S043,P015,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.,Sleep onset has been around 23:36 (about 0.6h later than typical 23:02); drifting over the last 3d; Late-night screen use up 61% vs personal baseline (56min vs typical 35min); (yesterday only); Location routine more restricted than baseline (entropy 1.60 vs 1.76); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,Add a Wind-down block at 22:30–23:00 (replace or follow the optional work session) to create a screen-free buffer before sleep,"The optional work session currently runs until 22:30, leaving almost no gap before the user's baseline sleep onset. Given the 3-day drift in sleep onset and yesterday's late-night screen spike, adding a 30-minute wind-down block right after 22:30 creates a low-effort structural cue to step away from screens and begin settling — directly targeting the mechanism behind the phone-mediated sleep delay.",,,,,,,,,,
S044,P015,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Sleep onset has been around 00:02 (about 1.0h later than typical 23:04); drifting over the last 3d; Late-night screen use up 133% vs personal baseline (80min vs typical 34min); drifting over the last 3d; Location routine more restricted than baseline (entropy 1.45 vs 1.75); intermittently (2d of 3),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.","Convert 'optional work session' (21:00–22:30) to a hard end at 21:30, or remove it and reschedule to an afternoon slot earlier in the week","The optional work session is the last calendar item before the observed late-night screen window. Ending or shifting it earlier creates a natural transition point before 22:00, reducing the runway for screen use that has been running ~80 min past baseline. This directly targets the phone-mediated sleep delay without removing the work time entirely.",,,,,,,,,,
S045,P015,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Sleep onset has been around 00:30 (about 1.4h later than typical 23:05); sustained across the last 3d; Late-night screen use up 192% vs personal baseline (103min vs typical 35min); sustained across the last 3d; Location routine more restricted than baseline (entropy 1.22 vs 1.77); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.","Replace or cap the 'optional work session' (21:00–22:30) with a hard stop at 21:30, leaving 22:00 onward free for wind-down",Late-night screen time is running ~3× baseline and sleep onset has shifted 1.4h later over 3 consecutive days. The optional work session ending at 22:30 sits squarely in the high-risk window. Ending work-related screen use by 21:30 creates a buffer before a target sleep onset closer to baseline (~23:00–23:15).,,,,,,,,,,
S046,P016,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.,Sleep onset has been around 23:56 (about 0.6h later than typical 23:20); (yesterday only); Sleep has averaged 7.1h (0.4h shorter than typical 7.5h); (yesterday only); Late-night screen use up 66% vs personal baseline (51min vs typical 31min); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.","End or convert the 'optional work session' (21:00–22:30) to a screen-free or low-screen activity by 22:00, and add a 15-minute Wind-down block at 22:00","The optional work session runs until 22:30, which overlaps with the window where late-night screen use has been elevated. Capping active screen work at 22:00 and inserting a short wind-down buffer gives a natural transition point that aligns sleep onset closer to the ~23:20 baseline.",,,,,,,,,,
S047,P016,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.; Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,Sleep onset has been around 00:27 (about 1.1h later than typical 23:21); intermittently (2d of 3); Sleep has averaged 6.7h (0.8h shorter than typical 7.5h); intermittently (2d of 3); Sleep schedule has been less consistent (SRI 75 vs typical 84); drifting over the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a Wind-down block at 22:15–23:00 (screen-free or low-stimulation) on evenings with late optional work or study sessions,"Late-night screen use is the strongest deviation and the most proximate driver of delayed sleep onset. A wind-down block creates a hard boundary between screen activity and sleep, targeting the phone-mediated-sleep-delay pattern. 22:15 gives a 15-minute buffer after the optional work session ends and aligns with the user's typical sleep onset target (~23:21).",Keep study block flexible and add a 15-minute buffer before it.,The calendar has several obligations; a small buffer is a low-burden adjustment.,,,,,,,,,,
S048,P016,2026-03-12,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 21:00-22:30 optional work session (flexible),Sleep onset is drifting later alongside increased late-night screen use — a phone-mediated sleep-delay pattern. Evening calendar density and wind-down timing are plausible leverage points.; Sleep schedule consistency has dropped; circadian rhythm is less stable than typical. Anchoring morning wake time and fixed daily events can help.; Attention is more fragmented while sleep is shorter — attention costs typically rise when sleep debt accumulates. Worth protecting sleep opportunity over discretionary evening commitments.,Sleep onset has been around 01:00 (about 1.6h later than typical 23:22); sustained across the last 3d; Sleep has averaged 6.3h (1.3h shorter than typical 7.5h); sustained across the last 3d; Sleep schedule has been less consistent (SRI 70 vs typical 84); sustained across the last 3d,"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.","Replace or end the 'optional work session' (21:00–22:30) at 22:00 and add a Wind-down block from 22:00–23:00 — no screens, low-stimulation activity only.","Late-night screen use is running ~72 minutes over baseline every night and is the most direct driver of the delayed sleep onset. Capping the optional work session 30 minutes early and protecting the 22:00–23:00 slot creates a buffer before a target sleep onset of ~23:30, which would recover roughly 1.5h of sleep over the week. The session is already marked flexible, so this is a low-disruption change.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",,,,,,,,,,
S049,P017,2026-03-10,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 20:00-22:00 deadline work block (flexible),Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,Location routine more restricted than baseline (entropy 1.48 vs 1.82); (yesterday only); More time at top-3 frequent places (68% vs typical 59%); (yesterday only); Daily routine timing less regular (SRM 0.73 vs typical 0.82); (yesterday only),"Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short 'Change of Scenery' break block (15–20 min walk or errand outside usual locations) between the morning commitments and the afternoon study block,"A brief out-of-home anchor between 11:15 and 15:00 introduces a new location point, which works against the narrowing location routine and revisit-ratio rise, while also providing a consistent mid-day timing anchor that can help re-regularize daily rhythm.",Add a short transition buffer after study block if the day feels crowded.,"The calendar includes multiple commitments, so a small transition buffer may reduce schedule friction.",,,,,,,,,,
S050,P017,2026-03-11,08:30-09:45 class (fixed); 10:30-11:15 project meeting (fixed); 15:00-17:00 study block (flexible); 20:00-22:00 deadline work block (flexible),Location routine has narrowed and time concentrated at frequent places — a behavioral-withdrawal pattern often associated with lower mood and reduced third-place engagement.,"Total screen time elevated (282min/day vs typical 241min, +17%); (yesterday only); Location routine more restricted than baseline (entropy 1.15 vs 1.82); intermittently (2d of 3); More time at top-3 frequent places (78% vs typical 59%); intermittently (2d of 3)","Compare Option A and Option B. Pick the option that is more useful, behavior-aware, feasible, and safe for this day.",Add a short 'change-of-scene' break (15 min walk or errand outside) between the afternoon study block and the evening deadline work block,"The behavioral-withdrawal pattern shows location range has narrowed over recent days. A brief, low-effort outing between the two flexible work blocks introduces a new location point without disrupting fixed commitments, gently countering the concentration at familiar places.",Preserve study block but leave its exact start time adjustable.,"Without behavioral context, the safest recommendation is to maintain flexibility around a non-fixed event.",,,,,,,,,,
